Number,Title,Type,ign_score,ign_user,ign_note
375,Arabian Magic,,,,"['unable to get the rating', 'unable to get the user rating']"
376,Arcade Classics,TRACKBALL,NR,-,[]
377,Arcadia,,NR,6.5,[]
378,Area 88 (Japan),,,,"['unable to get the rating', 'unable to get the user rating']"
379,Argus,,NR,-,[]
380,Arkanoid,TRACKBALL,8.5,7.2,[]
381,Ark Area,,NR,-,[]
382,Arlington Horse Racing,,,,"['unable to get the rating', 'unable to get the user rating']"
383,Armed Formation,,,,"['unable to get the rating', 'unable to get the user rating']"
384,Armored Car,,,,"['unable to get the rating', 'unable to get the user rating']"
385,Armored Warriors (Euro 941024),3/4P,,,"['unable to get the rating', 'unable to get the user rating']"
386,Armored Warriors (Euro),3/4P,,,"['unable to get the rating', 'unable to get the user rating']"
387,Arm Wrestling,,,,"['unable to get the rating', 'unable to get the user rating']"
388,Ashura Blaster,,,,"['unable to get the rating', 'unable to get the user rating']"
389,Ashura Blaster (US),,,,"['unable to get the rating', 'unable to get the user rating']"
390,ASO - Armored Scrum Object,,,,"['unable to get the rating', 'unable to get the user rating']"
391,Assault (Rev B),,,,"['unable to get the rating', 'unable to get the user rating']"
392,Asteroids Deluxe,,5,-,[]
393,Asterix,,NR,-,[]
394,Asterix (ver AAD),,,,"['unable to get the rating', 'unable to get the user rating']"
395,Asteroids,,NR,7.1,[]
396,Astro Invader,,NR,,['unable to get the user rating']
397,Alien storm,,6.5,7.9,[]
398,Alien Storm (Japan),,,,"['unable to get the rating', 'unable to get the user rating']"
399,Astrians,,,,"['unable to get the rating', 'unable to get the user rating']"
400,Astro Blaster,,NR,-,[]
401,The Astyanax,,NR,7,[]
402,Asuka,,,,"['unable to get the rating', 'unable to get the user rating']"
403,Asura Blade - Sword of Dynasty (Japan),,,,"['unable to get the rating', 'unable to get the user rating']"
404,Asura Buster - Eternal Warriors (Japan),,,,"['unable to get the rating', 'unable to get the user rating']"
405,Double Dragon3- The Rosetta Stone (3 Players),3/4P,,,"['unable to get the rating', 'unable to get the user rating']"
406,Ataxx,TRACKBALL,,,"['unable to get the rating', 'unable to get the user rating']"
407,Tetris (set 1),,,,"['unable to get the rating', 'unable to get the user rating']"
408,Athena,,NR,10,[]
409,Atomic Boy,,,,"['unable to get the rating', 'unable to get the user rating']"
410,Atomic Point (Korea),,,,"['unable to get the rating', 'unable to get the user rating']"
411,Atomic Punk,3/4P,NR,-,[]
412,Avalanche,TRACKBALL,NR,,['unable to get the user rating']
413,Avengers,,NR,6,[]
414,Avengers (US),,,,"['unable to get the rating', 'unable to get the user rating']"
415,Alien vs. Predator,,,,"['unable to get the rating', 'unable to get the user rating']"
416,Avenging Spirit,,7,7.3,[]
417,Alien vs. Predator (US),,,,"['unable to get the rating', 'unable to get the user rating']"
418,Azurian Attack,,,,"['unable to get the rating', 'unable to get the user rating']"
419,Bad Dudes vs. Dragonninja,,,,"['unable to get the rating', 'unable to get the user rating']"
420,Bad Lands,,,,"['unable to get the rating', 'unable to get the user rating']"
421,Valadon Automation,,,,"['unable to get the rating', 'unable to get the user rating']"
422,Bakuretsu Breaker,,,,"['unable to get the rating', 'unable to get the user rating']"
423,Bal Cube,,,,"['unable to get the rating', 'unable to get the user rating']"
424,Balloon Brothers,,,,"['unable to get the rating', 'unable to get the user rating']"
425,Baluba-louk no Densetsu (Japan),,,,"['unable to get the rating', 'unable to get the user rating']"
426,Bang Bang Ball,,,,"['unable to get the rating', 'unable to get the user rating']"
427,Bang Bead,,NR,-,[]
428,Bang Bead (set 2),,,,"['unable to get the rating', 'unable to get the user rating']"
429,Bank Panic,,NR,-,[]
430,Baraduke,,NR,-,[]
431,Battle Circuit,,NR,7.5,[]
432,Battle Circuit (Asia 970319),,,,"['unable to get the rating', 'unable to get the user rating']"
433,Batman,,,,"['unable to get the rating', 'unable to get the user rating']"
434,Batman Part 2,,,,"['unable to get the rating', 'unable to get the user rating']"
435,Armed Police Batrider (USA),,,,"['unable to get the rating', 'unable to get the user rating']"
436,Batsugun,,NR,,['unable to get the user rating']
437,Batsugun (older set),,,,"['unable to get the rating', 'unable to get the user rating']"
438,Battle Lane! Vol. 5,,,,"['unable to get the rating', 'unable to get the user rating']"
439,Battlantis,,,,"['unable to get the rating', 'unable to get the user rating']"
440,Battlantis (Japan),,,,"['unable to get the rating', 'unable to get the user rating']"
441,The Battle-Road,,,,"['unable to get the rating', 'unable to get the user rating']"
442,Bay Route,,,,"['unable to get the rating', 'unable to get the user rating']"
443,Battle Bakraid - Unlimited Version,,,,"['unable to get the rating', 'unable to get the user rating']"
444,Best Bout Boxing,,,,"['unable to get the rating', 'unable to get the user rating']"
445,Buster Bros.,,NR,7,[]
446,Battle Chopper,,NR,-,[]
447,Battle Cruiser M-12,,,,"['unable to get the rating', 'unable to get the user rating']"
448,BeatHead,,,,"['unable to get the rating', 'unable to get the user rating']"
449,The Berlin Wall,,,,"['unable to get the rating', 'unable to get the user rating']"
450,The Berlin Wall (bootleg?),,,,"['unable to get the rating', 'unable to get the user rating']"
451,Bermuda Triangle,,NR,-,[]
452,Best Of Best,,,,"['unable to get the rating', 'unable to get the user rating']"
453,Bestri,,,,"['unable to get the rating', 'unable to get the user rating']"
454,Battle Garegga,,NR,-,[]
455,Big Bang,,NR,,['unable to get the user rating']
456,Big Event Golf,TRACKBALL,,,"['unable to get the rating', 'unable to get the user rating']"
457,Big Karnak,,,,"['unable to get the rating', 'unable to get the user rating']"
458,Big Kong,,,,"['unable to get the rating', 'unable to get the user rating']"
459,The Big Pro Wrestling!,,NR,-,[]
460,Big Run,,,,"['unable to get the rating', 'unable to get the user rating']"
461,Big Striker,,,,"['unable to get the rating', 'unable to get the user rating']"
462,The Billiards,,,,"['unable to get the rating', 'unable to get the user rating']"
463,Bio Attack,,,,"['unable to get the rating', 'unable to get the user rating']"
464,Biomechanical Toy,,,,"['unable to get the rating', 'unable to get the user rating']"
465,Bionic Commando,,7.5,6,[]
466,Bio-ship Paladin,,,,"['unable to get the rating', 'unable to get the user rating']"
467,Birdiy,,,,"['unable to get the rating', 'unable to get the user rating']"
468,Birdie Try (Japan),,,,"['unable to get the rating', 'unable to get the user rating']"
469,Blue's Journey,,,,"['unable to get the rating', 'unable to get the user rating']"
470,Bombjack Twin,,,,"['unable to get the rating', 'unable to get the user rating']"
471,Blades of Steel,,7.5,7.5,[]
472,Blandia,,NR,-,[]
473,Blasted,,,,"['unable to get the rating', 'unable to get the user rating']"
474,Blaster,,,,"['unable to get the rating', 'unable to get the user rating']"
475,Blaze On (Japan),,,,"['unable to get the rating', 'unable to get the user rating']"
476,Blazing Star,,NR,7.5,[]
477,BlockBuster,,NR,-,[]
478,Black Heart,,NR,-,[]
479,Black Hole,,NR,-,[]
480,Black Panther,,NR,,['unable to get the user rating']
481,Blomby Car,,,,"['unable to get the rating', 'unable to get the user rating']"
482,Block Block (bootleg),,,,"['unable to get the rating', 'unable to get the user rating']"
483,Block Carnival,,,,"['unable to get the rating', 'unable to get the user rating']"
484,Blocken (Japan),,,,"['unable to get the rating', 'unable to get the user rating']"
485,Block Hole,,,,"['unable to get the rating', 'unable to get the user rating']"
486,Block Out,,,,"['unable to get the rating', 'unable to get the user rating']"
487,Crazy Climber,,6.2,4.5,[]
488,Bloxeed (PS2 data file),,,,"['unable to get the rating', 'unable to get the user rating']"
489,Bells & Whistles,,7.5,-,[]
490,Blue Hawk,,,,"['unable to get the rating', 'unable to get the user rating']"
491,Blue Print,,,,"['unable to get the rating', 'unable to get the user rating']"
492,Blade Master (World),,,,"['unable to get the rating', 'unable to get the user rating']"
493,Konkyuu no Hoshi,,,,"['unable to get the rating', 'unable to get the user rating']"
494,Bump 'n' Jump,,NR,6.3,[]
495,Bonanza Bros,,5.5,7,[]
496,Body Slam,,NR,,['unable to get the user rating']
497,Bogey Manor,,,,"['unable to get the rating', 'unable to get the user rating']"
498,Boggy '84,,,,"['unable to get the rating', 'unable to get the user rating']"
499,Bomb Jack,,NR,7.5,[]
500,Bomb Kick (set 1),,,,"['unable to get the rating', 'unable to get the user rating']"
501,Bongo,,,,"['unable to get the rating', 'unable to get the user rating']"
502,B.C. Kid,,NR,8,[]
503,Boomer Rang'r,,,,"['unable to get the rating', 'unable to get the user rating']"
504,Boot Hill,,,,"['unable to get the rating', 'unable to get the user rating']"
505,Borench,,,,"['unable to get the rating', 'unable to get the user rating']"
506,Born To Fight,TRACKBALL,,,"['unable to get the rating', 'unable to get the user rating']"
507,Bottom of the Ninth,,,,"['unable to get the rating', 'unable to get the user rating']"
508,Boulder Dash,,7,6,[]
509,The Bounty,,,,"['unable to get the rating', 'unable to get the user rating']"
510,Boxy Boy,,,,"['unable to get the rating', 'unable to get the user rating']"
511,Brain,,,,"['unable to get the rating', 'unable to get the user rating']"
512,B.Rap Boys (World),3/4P,,,"['unable to get the rating', 'unable to get the user rating']"
513,Breakers,,NR,8,[]
514,Breakers Revenge,,NR,-,[]
515,Brix,,NR,,['unable to get the user rating']
516,Break Thru,,NR,7,[]
517,Burnin' Rubber,,NR,-,[]
518,Basketball,TRACKBALL,,,"['unable to get the rating', 'unable to get the user rating']"
519,Back Street Soccer,3/4P,,,"['unable to get the rating', 'unable to get the user rating']"
520,Baseball Stars Professional,,NR,-,[]
521,Baseball Stars 2,,8,-,[]
522,Burger Time,,,,"['unable to get the rating', 'unable to get the user rating']"
523,Vs. Battle City,,,,"['unable to get the rating', 'unable to get the user rating']"
524,Battle Field,,NR,-,[]
525,Battle K-Road,,,,"['unable to get the rating', 'unable to get the user rating']"
526,Battletoads,,8,6.9,[]
527,Bubble Bobble II,,,,"['unable to get the rating', 'unable to get the user rating']"
528,Buccaneer,,NR,-,[]
529,Buccaneers (set 1),,,,"['unable to get the rating', 'unable to get the user rating']"
530,Buccaneers,,,,"['unable to get the rating', 'unable to get the user rating']"
531,Buck Rogers: Planet of Zoom,,NR,7,[]
532,Bucky O'Hare,3/4P,NR,7.8,[]
533,Buggy Challenge,TRACKBALL,,,"['unable to get the rating', 'unable to get the user rating']"
534,Bullfight,,,,"['unable to get the rating', 'unable to get the user rating']"
535,Bull Fighter,,,,"['unable to get the rating', 'unable to get the user rating']"
536,Hissatsu Buraiken (Japan),,,,"['unable to get the rating', 'unable to get the user rating']"
537,Burglar X,,,,"['unable to get the rating', 'unable to get the user rating']"
538,Burning Force (Japan),,,,"['unable to get the rating', 'unable to get the user rating']"
539,Burning Fight,,4.5,6,[]
540,Butasan-Pig's,,,,"['unable to get the rating', 'unable to get the user rating']"
541,Buzzard,,,,"['unable to get the rating', 'unable to get the user rating']"
542,Black Widow,,,,"['unable to get the rating', 'unable to get the user rating']"
543,B-Wings,,,,"['unable to get the rating', 'unable to get the user rating']"
544,B-Wings (Japan.),,,,"['unable to get the rating', 'unable to get the user rating']"
545,Cabal,,NR,7,[]
546,Cachat (Japan),,,,"['unable to get the rating', 'unable to get the user rating']"
547,Cactus,,,,"['unable to get the rating', 'unable to get the user rating']"
548,Cadash,,NR,7,[]
549,Change Air Blade (Japan),,,,"['unable to get the rating', 'unable to get the user rating']"
550,Caliber 50,,NR,-,[]
551,Calipso,,,,"['unable to get the rating', 'unable to get the user rating']"
552,Calorie Kun vs Moguranian,,,,"['unable to get the rating', 'unable to get the user rating']"
553,Cannon Dancer (Japan),,,,"['unable to get the rating', 'unable to get the user rating']"
554,Candory,,,,"['unable to get the rating', 'unable to get the user rating']"
555,Cannon Ball,,,,"['unable to get the rating', 'unable to get the user rating']"
556,Cannon Ball (bootleg on Crazy Kong hardware),,,,"['unable to get the rating', 'unable to get the user rating']"
557,Capitol,,,,"['unable to get the rating', 'unable to get the user rating']"
558,Captain America and The Avengers,,NR,7,[]
559,Captain America and The Avengers (UK Rev 1.4),,,,"['unable to get the rating', 'unable to get the user rating']"
560,Captain Commando,,NR,,['unable to get the user rating']
561,Car Action (set 1),,,,"['unable to get the rating', 'unable to get the user rating']"
562,Carrera,,,,"['unable to get the rating', 'unable to get the user rating']"
563,Catacomb,,,,"['unable to get the rating', 'unable to get the user rating']"
564,Catt (Japan),,,,"['unable to get the rating', 'unable to get the user rating']"
565,Cavelon,,,,"['unable to get the rating', 'unable to get the user rating']"
566,Cosmic Avenger,,NR,-,[]
567,Carrier Air Wing,,NR,-,[]
568,Carrier Air Wing 2,,,,"['unable to get the rating', 'unable to get the user rating']"
569,Capcom Baseball (Japan),,,,"['unable to get the rating', 'unable to get the user rating']"
570,Crude Buster,,,,"['unable to get the rating', 'unable to get the user rating']"
571,Crude Buster (Japan),,,,"['unable to get the rating', 'unable to get the user rating']"
572,Crude Buster (World),,,,"['unable to get the rating', 'unable to get the user rating']"
573,Cosmic Chasm (set 1),TRACKBALL,,,"['unable to get the rating', 'unable to get the user rating']"
574,Crazy Climber (US),,,,"['unable to get the rating', 'unable to get the user rating']"
575,Crazzy Clownz,TRACKBALL,,,"['unable to get the rating', 'unable to get the user rating']"
576,Chicken Farm,,,,"['unable to get the rating', 'unable to get the user rating']"
577,Cosmo Gang the Puzzle (US),,,,"['unable to get the rating', 'unable to get the user rating']"
578,Chain Reaction,,NR,-,[]
579,Chack'n Pop,,NR,-,[]
580,Challenger,,NR,-,[]
581,Chameleon,,,,"['unable to get the rating', 'unable to get the user rating']"
582,Champion Base Ball,,,,"['unable to get the rating', 'unable to get the user rating']"
583,Champion Base Ball Part-2 (set 1),,,,"['unable to get the rating', 'unable to get the user rating']"
584,Champion Wrestler,,NR,8,[]
585,Changes,,NR,,['unable to get the user rating']
586,Charlie Ninja,,,,"['unable to get the rating', 'unable to get the user rating']"
587,Chase H.Q.,,4.5,6.3,[]
588,Champion Boxing,,NR,-,[]
589,Check Man,,,,"['unable to get the rating', 'unable to get the user rating']"
590,Cheese Chase,,,,"['unable to get the rating', 'unable to get the user rating']"
591,Chelnov - Atomic Runner,,NR,-,[]
592,Chiki Chiki Boys (Japan),,,,"['unable to get the rating', 'unable to get the user rating']"
593,himera Beast (Japan),,,,"['unable to get the rating', 'unable to get the user rating']"
594,China Gate,,,,"['unable to get the rating', 'unable to get the user rating']"
595,Chinese Hero,,NR,-,[]
596,Choky! Choky!,,,,"['unable to get the rating', 'unable to get the user rating']"
597,Choplifter (bootleg),,,,"['unable to get the rating', 'unable to get the user rating']"
598,Choplifter,,,,"['unable to get the rating', 'unable to get the user rating']"
599,Chopper I,,,,"['unable to get the rating', 'unable to get the user rating']"
600,Chequered flag,,NR,,['unable to get the user rating']
601,Chuka Taisen,,,,"['unable to get the rating', 'unable to get the user rating']"
602,Champion Pro Wrestling,,,,"['unable to get the rating', 'unable to get the user rating']"
